FCID,ANNPRE,ANNTMP,AUGMAXT,CONTPRE,CVPRE,DECMINT,DIFTMP,SMRTMP,SMRTP,ASPTR,DEM,PRR,SLPPCT,TPI450,TC1,TC2,TC3,NBR
55044,722.1111,1139.1111,2876,638.5556,8560.3333,56.1111,2819.8889,1710.8889,317,182.8889,328.5556,13784.6667,19.4444,6.1111,176.7778,139,-21.6667,764.6667
55045,729.8889,1122.6667,2859.6667,671.5556,8451,42.7778,2817,1695.4444,308.3333,120.5556,422.1111,11016.6667,42.7778,-24.1111,131.3333,100.1111,-16.3333,746.8889
55046,728.2222,1117.2222,2853,645.6667,8529.2222,42,2810.6667,1684,308.3333,184.4444,558.7778,11718.6667,49.6667,52.5556,173.4444,140.5556,-18.2222,774.3333
55047,722,1149.2222,2876.4444,607,8649.1111,72.8889,2803.5556,1718.7778,321,35.4444,313.1111,15353.7778,36.5556,5,170.7778,130.2222,-23.2222,749.3333
55048,719,1135,2874.6667,617.1111,8625.6667,49.6667,2825,1708,320,111.4444,339.6667,17871.1111,21.1111,9,186.2222,143.1111,-23.7778,755.3333
55049,730.3333,1132.3333,2874.3333,637.4444,8550.8889,48,2826.4444,1706,312,21,311.3333,18418.3333,30,-12.7778,213.2222,149.5556,-40.4444,693.2222
55050,738.6667,1106.2222,2847.2222,669,8449.3333,20.3333,2826.6667,1683.2222,302,184.7778,583.8889,14658.3333,34.3333,33.4444,185.4444,146.3333,-20.1111,768.1111
55051,738.6667,1105.8889,2857.8889,658,8480,17.5556,2840.3333,1680.5556,301.6667,92.2222,629.2222,12260.1111,52.3333,126.6667,167.8889,137,-16.6667,782.5556
55052,739.6667,1099.4444,2779.4444,677,8427.5556,92.5556,2686.8889,1659.3333,296.4444,40.8889,718.7778,16246.8889,20.5556,14.2222,159.6667,129.5556,-14.2222,790.4444
55053,735,1106.3333,2806.5556,673.3333,8443.5556,70.2222,2736.3333,1676.6667,302.3333,155.2222,631.4444,15058.4444,12.8889,-1.4444,178.4444,131.3333,-25.7778,725.2222
55054,693.2222,1192.1111,2876.5556,443.6667,9227.4444,125,2751.2222,1750.6667,361.3333,126.7778,220.1111,17316.7778,10,-1.7778,511.2222,87.7778,-287.7778,125.3333
55055,720.3333,1122.5556,2828.7778,640.3333,8561.8889,90,2738.8889,1695,315,199.7778,658.4444,12941.5556,38.7778,61.6667,175.5556,135.7778,-23.4444,747.1111
55056,734.8889,1108.3333,2823,706.6667,8347.7778,50.7778,2772,1684.3333,301.4444,22.3333,591.2222,16968.8889,68.1111,6.6667,165.5556,129.5556,-17.3333,768.2222
55057,723.1111,1117.7778,2850.6667,679,8445,43.4444,2807.3333,1690.4444,310,151.8889,456.8889,16421,36.6667,-38,233,160.4444,-50.1111,671.5556
55058,724.1111,1120,2834.3333,670.1111,8467.5556,67.1111,2767,1696.8889,311.3333,44.3333,630.1111,16068.2222,28.4444,66.8889,184.2222,138.2222,-28.1111,733.3333
55059,740.8889,1093.7778,2777.8889,719.2222,8303.3333,82.4444,2695.2222,1655.2222,292.6667,75.3333,752.7778,13175.6667,59.5556,42.4444,132.8889,105.4444,-12.7778,776.1111
55060,741.5556,1090.1111,2753.3333,755.3333,8194.1111,119.5556,2633.7778,1640.4444,287.6667,103,795.4444,12088.3333,48.7778,36,141.7778,106.1111,-18.7778,741
55061,748,1054.7778,2669.6667,756.7778,8185,97,2572.6667,1620.2222,281,170.4444,920.7778,16788.8889,12,14,184.1111,143,-21.8889,762.3333
55062,747.6667,1071.3333,2701.3333,770,8143,115.4444,2585.8889,1629,282,119.5556,865.4444,17960.5556,32,15,174.3333,134.5556,-23.7778,755.5556
55063,749.1111,1051.6667,2655,753.4444,8195.3333,94.1111,2561.1111,1620.3333,280,149.7778,927.8889,16496.6667,7.8889,20.3333,227.8889,162.8889,-42.5556,701.4444
55064,753,1027,2698.3333,742.1111,8218.6667,46.1111,2652.3333,1609.3333,278,194.3333,1089.2222,16250.4444,7.4444,59.6667,209.2222,155.1111,-30.5556,730.7778
55065,753,1019.7778,2693.3333,739.1111,8229.3333,38.1111,2655.1111,1603.2222,277,199.6667,1055.2222,13616.6667,35.4444,66.8889,204.2222,156.3333,-25.7778,741.4444
55066,753,1039.4444,2717.6667,740.6667,8225.5556,51,2667,1616,279,164,1050.8889,16687,13.6667,75.2222,213.7778,168.7778,-25.6667,760
55067,721,1137.6667,2872.2222,585.5556,8714.3333,57,2815.3333,1706.3333,321.3333,2.8889,373.2222,18570.2222,19.8889,12.6667,185.3333,138.3333,-26.1111,738.3333
55068,724.4444,1133.4444,2869.8889,592,8687.6667,53.6667,2816.1111,1701.4444,317.8889,37.6667,339.5556,17334.6667,8.5556,-15.5556,223.4444,181.3333,-28.7778,768.2222
55069,761,1047.5556,2729.6667,716,8296,33,2697,1643.6667,281.7778,187.7778,950.2222,14267.4444,47.7778,17.4444,216.8889,175.1111,-24.6667,764.5556
55070,758.5556,1032.2222,2722,727.1111,8270.5556,20.7778,2701.7778,1619.3333,277.7778,3.5556,971.4444,19302.6667,29.4444,35.8889,206.2222,157.8889,-30.6667,736.2222
55071,754,1093.4444,2779.8889,586.6667,8651.6667,90,2690,1656.6667,294.5556,160.7778,855.4444,14384.3333,42.5556,110.5556,236.3333,142.4444,-70.1111,591.4444
55072,772.8889,1052.1111,2729.7778,584.2222,8637.8889,65.4444,2664.3333,1612.6667,278.8889,46.1111,798.1111,15735.6667,18.5556,-23.8889,162.4444,131.5556,-16,782.5556
55073,774,1049.6667,2719.8889,589.6667,8618.4444,77.8889,2642,1605.7778,276.6667,20.8889,890.4444,17224.7778,35.1111,9.8889,219.5556,135.3333,-65.5556,592.8889
55074,753.3333,1096,2785.2222,585.7778,8655.2222,86.2222,2699,1661.5556,295.6667,167.2222,811,7930.7778,63.1111,82.8889,122.8889,95.6667,-14,756.4444
55075,748.6667,1101,2811.7778,573.1111,8693,55,2757.1111,1675.3333,302,195.2222,599.2222,13447.4444,48.2222,15.5556,194,155,-23,765.5556
55076,744.6667,1102.3333,2825,572.8889,8702.3333,41.5556,2783.2222,1674.6667,304,199.2222,575,11283.1111,52.3333,19.5556,248.5556,127.2222,-90.4444,479.1111
55077,743,1098.6667,2843,583.7778,8682.6667,14,2829.1111,1671.2222,303,160,516.1111,12580.3333,38.1111,83.8889,203.2222,162.2222,-21.1111,775
55078,742.1111,1104,2831.8889,576.1111,8697.3333,33.5556,2798.3333,1673.3333,304.6667,143.5556,619.6667,11922.5556,41.7778,108.5556,193,147.4444,-28.8889,733.5556
55079,746.7778,1103,2816.2222,581.6667,8683.6667,46.2222,2770,1676.5556,302,95.3333,616.1111,14042.6667,32.1111,40.4444,139.4444,106.6667,-16.6667,743.5556
55080,708,1138.6667,2756.2222,558.8889,8861.2222,98.3333,2658,1673.6667,323.5556,108.1111,205.6667,18611.7778,36.2222,-13.7778,211,160.4444,-41.3333,708.1111
55081,710,1116.7778,2713,569,8831.3333,103.3333,2610,1651.8889,317,172.8889,373.4444,15786.4444,47.2222,31.5556,228.7778,171.8889,-46.5556,695.3333
55082,709,1118.2222,2710.1111,559.6667,8855.5556,101.7778,2608.4444,1654.2222,318.3333,158.8889,339.2222,9458,56.2222,40.1111,174.3333,137.4444,-27.1111,742.3333
55083,709,1121.8889,2717.7778,558,8860.1111,101,2617.2222,1658,319.6667,95.3333,352.2222,17566,37.2222,74.3333,221.5556,163.8889,-42.2222,695.5556
55084,713,1166.8889,2785.4444,467,9095.6667,179.6667,2605.5556,1695.1111,335.4444,17.4444,241.8889,16385.6667,32.8889,-7.4444,175.6667,138,-25.2222,748.2222
55085,713,1200,2836,466,9103.4444,197,2639.2222,1724.8889,341.3333,162.1111,95.2222,8849.3333,58.2222,-54.5556,129.2222,95.6667,-20.2222,732.7778
55086,716,1157.6667,2769.4444,478,9075.7778,168.7778,2601,1685.3333,330.6667,31.4444,157.1111,20047.5556,66.8889,-67.5556,264.6667,212.3333,-50.3333,726
55087,718,1165.2222,2778.2222,473.6667,9092,165.7778,2612.6667,1691,331,38.7778,201.7778,15465.2222,49.4444,4.7778,172.5556,139.4444,-20.7778,773.3333
55088,711,1152,2779.7778,529.5556,8955.7778,104.1111,2675.4444,1689.6667,327.6667,144.6667,259.3333,17617.4444,36.8889,39.1111,178.3333,139.5556,-25.1111,747.7778
55089,710.6667,1160.7778,2801.3333,525.3333,8966,110.8889,2690.3333,1697.7778,329.1111,32.8889,240.3333,18271.1111,43,11.1111,218.1111,172.3333,-32.1111,740.3333
55090,740,971.6667,2657.3333,751.3333,8273.6667,-50.8889,2709.2222,1534,269.7778,183.8889,942.7778,9401.5556,59.7778,-25,187.3333,130.5556,-31.5556,696.1111
55091,741,956.8889,2623,734.3333,8227.3333,-36.1111,2660.4444,1510.6667,266.6667,124.5556,1144,14099,35.5556,104.1111,184.2222,142.5556,-23.5556,757.2222
55092,729.7778,1056.4444,2748.3333,756.4444,8239.7778,23.1111,2725.2222,1615.4444,288.4444,184.5556,658.1111,12590.2222,44.5556,-97.1111,199.3333,160.5556,-24,765
55093,729,1050.7778,2750.7778,747.3333,8299.3333,20.1111,2730.6667,1612.6667,289,24.7778,805.7778,18980.6667,52.4444,77.1111,254.1111,160,-52.4444,650
55094,730,1120,2839.5556,577.3333,8718.5556,63,2776.4444,1691.6667,313.6667,107.3333,621.7778,15093.8889,15.6667,97.1111,175.1111,151.5556,-12.3333,810.7778
55095,745,982.7778,2666.8889,744.1111,8236.6667,-31.6667,2699.6667,1542.5556,270.3333,191.6667,978.7778,11372.6667,55.2222,36.3333,179.3333,134.5556,-23.2222,741.8889
55096,747,990.5556,2681.8889,687.7778,8416,-28,2711,1553.3333,273.8889,177.8889,932.1111,13075.4444,37.2222,0.8889,181.5556,130.7778,-33.2222,701.6667
55097,750,1033.5556,2733.3333,629.5556,8523,-6.3333,2740.1111,1599.1111,284,86.3333,865.3333,11884,56.4444,110,136.5556,111,-12.6667,778
55098,748,941,2610,670.1111,8472.3333,-55.3333,2666.2222,1500.1111,265.1111,106.4444,1091.2222,19689.2222,63,56.6667,230.2222,155.4444,-50.7778,648.6667
55099,727,1047.5556,2753.4444,700,8392.7778,-0.5556,2754.7778,1616,294,141.4444,841.1111,8594.4444,66,59.1111,133.8889,107.6667,-10.4444,783.7778
55100,728,1046.4444,2798.6667,710.5556,8396.7778,-34.4444,2834,1623.5556,294.3333,103.5556,589.5556,14517.5556,13.8889,-54.5556,194.4444,146.5556,-26,746.8889
55101,727,1063.1111,2807.4444,682.6667,8410.4444,-9,2817.1111,1638.4444,299,137.6667,580.1111,7058.1111,80.6667,-43.1111,115.7778,84.3333,-13,745.4444
55102,727,1045.3333,2758.3333,687.3333,8405.2222,3.3333,2755.4444,1613.4444,294,193,784.7778,11929.6667,72,-1.6667,223.4444,163.1111,-33.6667,712.8889
55103,727,1015.2222,2724.3333,699.6667,8415.6667,-25.7778,2750.5556,1584,288,41.7778,915,17316.4444,21.4444,73.1111,218.6667,148.3333,-49.5556,656.3333
55104,735.5556,954.7778,2634.3333,726,8285,-50.1111,2685.2222,1514,270.4444,35.1111,1080.2222,19162.5556,31.1111,41.1111,216.4444,175.3333,-21.2222,776.3333
55105,739,1016.8889,2723.7778,715,8290.6667,-26.1111,2750.6667,1586.4444,282.1111,83.4444,813.8889,18960.8889,31.3333,-18.1111,213.5556,147.8889,-42.4444,677
55106,731,1053.8889,2770,681.6667,8450.3333,6.2222,2763.8889,1626.1111,295.1111,198.1111,786.7778,11042.4444,67.8889,42.1111,176.7778,133.2222,-23.6667,737
55107,727.6667,1023,2745.6667,684.4444,8341,-24.2222,2771.1111,1599.1111,291.7778,194.4444,851.1111,7102.7778,77.7778,21.5556,145.1111,114.3333,-14.6667,772.5556
55108,750.3333,870,2547.4444,761.4444,8160.7778,-155.6667,2704,1445.7778,250.2222,42,1113.8889,15636.1111,44.1111,-6.4444,160.1111,109.2222,-29.6667,686.5556
55109,769,982.6667,2659,618.6667,8569.6667,-0.8889,2660.7778,1568,271,55.2222,992,15118.6667,38.7778,-19.1111,154.4444,120,-14.8889,770.4444
55110,770,964.4444,2652.2222,621,8541.6667,-17.1111,2670.4444,1565.8889,270.4444,51.4444,1177,15613.2222,33.8889,80.6667,184.5556,150.3333,-17.3333,781.2222
55111,734.1111,1100.1111,2864.2222,711.3333,8338,2,2862.4444,1683.5556,301.4444,49.3333,651.8889,18747.3333,22.6667,121.6667,197.2222,157.4444,-22.3333,768.7778
55112,717.8889,1093.1111,2877.3333,685.7778,8405.1111,-10.4444,2888.5556,1678.6667,311,5,415.3333,16698.6667,49.2222,-89.5556,197.5556,128.3333,-47.5556,633.3333
55113,722.2222,1093.6667,2868.3333,687,8401,-6.4444,2875.7778,1677.3333,308,156,527.5556,16141.3333,40.2222,-0.5556,211.7778,136.2222,-46.3333,644.4444
55114,721,1096.2222,2873.4444,685.2222,8406,-10.7778,2885.2222,1678.2222,308.8889,0.2222,495.6667,18279.1111,49.6667,8,223.3333,157.5556,-37.4444,694.6667
55115,721,1089.7778,2866,680.6667,8413.1111,-14,2881.2222,1669.2222,307.4444,12.1111,597.8889,18440.8889,20.4444,78,181.6667,137.3333,-23.1111,750.2222
55116,722.4444,1090,2861.7778,684.4444,8409.4444,-8.1111,2871,1669.8889,307,160,510,16279.6667,24.3333,1,205.8889,148.3333,-29.6667,719.5556
55117,727.6667,1083.7778,2840.1111,679.8889,8427,-0.4444,2841.3333,1657.8889,302,21.2222,534.4444,17829.3333,19.3333,-49.2222,193.6667,137.3333,-31.7778,698.7778
55118,727.5556,1079.4444,2825.3333,682,8428.1111,6.4444,2819.5556,1655.5556,302,75.8889,648.1111,17413.7778,13,-1.7778,187,138.3333,-26.5556,728.3333
55119,737.5556,1032.4444,2749,658,8435.6667,-7.8889,2757.8889,1604.7778,289.3333,185.4444,904.8889,8133.7778,66.5556,47.2222,112.8889,84.1111,-14.3333,741.6667
55120,747.5556,999.8889,2691,650.4444,8446.8889,-12.5556,2704.2222,1560.6667,277.2222,148.3333,924.2222,17107.5556,42.2222,-9.7778,233.6667,171.3333,-42.4444,703.5556
55121,754,995,2675.3333,650.6667,8425.1111,-6.4444,2682.7778,1551.1111,273,23.1111,988.8889,18162.1111,35,41.1111,188.4444,146,-28.8889,736.5556
55122,737,1042,2754.7778,669.4444,8440.2222,-4.5556,2759.8889,1615.4444,290.8889,178.4444,927.1111,11411.2222,39,86.4444,171.1111,132.7778,-20.7778,758
55123,737,1042.3333,2755.2222,669.2222,8442.3333,-4.4444,2760.1111,1615.5556,291,143.4444,935.8889,14431.7778,29,93.2222,190.7778,148,-23.6667,755.3333
55124,755,990.1111,2670.1111,678.5556,8328.1111,-13,2684.1111,1546.3333,270,86.3333,1011.8889,18141.3333,36.3333,82.1111,211.8889,161,-31.3333,732.5556
55125,752,1025.6667,2730.6667,643.3333,8447.4444,-9.6667,2741.3333,1595.5556,281.3333,82.7778,778.5556,11380.7778,59.7778,-44.5556,150.4444,114.5556,-18.7778,740
55126,750,928,2595.6667,702.7778,8266.7778,-71.2222,2667.7778,1488.7778,261.2222,159.2222,1077.3333,16571.4444,20.6667,-3.2222,208.4444,147.3333,-38.1111,694.4444
55127,748.3333,903.8889,2573.1111,722.2222,8264.2222,-100,2674,1469.2222,257,21,1107,18763,23.4444,-45.2222,227.8889,168.1111,-36.8889,712.2222
55128,735.4444,953.8889,2633.6667,726,8287.7778,-51.8889,2686.4444,1513.4444,270.5556,108.7778,1083.5556,17924.5556,27.6667,37.1111,213.2222,162.8889,-26.8889,741.2222
55129,742,954.5556,2628.6667,744,8292.1111,-69.3333,2699.1111,1515.3333,266.3333,50,985.6667,19182.3333,37.5556,46.1111,214.3333,166.3333,-30.6667,738.7778
55130,742,954.3333,2625,743.5556,8304.2222,-68.5556,2694.8889,1514,266.5556,186.1111,1013.1111,12311.6667,51.1111,74.7778,169.1111,135,-19.4444,771.3333
55131,737,939.4444,2588,749.6667,8255.1111,-39.6667,2629,1491.4444,263.4444,189.5556,1117.1111,14027,47.1111,91.4444,189.3333,133.2222,-40.7778,667.6667
55132,738,934.6667,2584.1111,745.2222,8240.8889,-38,2623,1487.4444,262.5556,48.4444,1109.5556,16583.3333,27.6667,113.4444,174,130.1111,-24.5556,732.4444
55133,739,1009,2707.7778,722.8889,8291.3333,-27.6667,2736.5556,1574,279,85,733.1111,14422.2222,19.6667,-87.3333,221.3333,175.7778,-34.7778,739.1111
55134,738.6667,1006.6667,2703.6667,727.6667,8277.3333,-29,2733.7778,1571.6667,278.3333,65.8889,730.2222,14373.8889,22.8889,-96,185.2222,151.1111,-20.5556,773.8889
55135,709,1097,2658,513.6667,9004,154.7778,2503.1111,1624,317.3333,47.4444,524.1111,15872.1111,28.1111,23.3333,147.3333,113.3333,-18.2222,751.1111
55136,714,1163.3333,2754.1111,496.5556,9049.1111,167.5556,2586.4444,1684.3333,329.7778,3.1111,222.7778,18915,43.5556,20.1111,203.1111,174.4444,-23.2222,786.6667
55137,709,1126.3333,2739.2222,451.2222,9195.1111,159.8889,2579.4444,1668.2222,331.6667,122.7778,560.6667,12791.6667,31.6667,-15.2222,159.2222,133.1111,-12.6667,795.5556
55138,722.4444,1088.3333,2657.3333,603.3333,8769.8889,87.3333,2570,1612,298,162,428.3333,11038.2222,40.6667,41.4444,160.8889,129.3333,-22.3333,746.5556
55139,720,1093.5556,2671.1111,602,8761,79.6667,2591.5556,1620.2222,301.3333,24,339.7778,20091.7778,47.2222,-31.4444,212.8889,144.5556,-50,656.4444
55140,712,1206,2832.7778,473,9115.4444,187.1111,2645.4444,1727.4444,342,168.8889,49.7778,13153.7778,21.4444,-82.3333,190.5556,149.3333,-35,726.3333
55141,718,1148,2714.1111,514.8889,9002.1111,169.3333,2544.8889,1670.5556,322.7778,2.4444,214.8889,17318.4444,34.2222,-41.1111,193.7778,153.4444,-33.1111,734.6667
55142,717,1181.7778,2803.3333,515.7778,9003.1111,166,2637.3333,1706.5556,330.4444,6.5556,142.3333,17248.2222,35.5556,10.5556,199.4444,156.1111,-31,741
55143,715,1135.6667,2705.1111,512.6667,9002.6667,160.6667,2544,1657,321.5556,114.1111,270.5556,7440.4444,80.2222,-17.6667,122.4444,96.8889,-16.4444,758.3333
55144,715,1132.6667,2697.3333,510.4444,9007.7778,160.6667,2536.4444,1652.7778,321,159.4444,335.4444,15314.3333,36.1111,44.4444,213.3333,171.8889,-32.7778,745.8889
55145,718,1147,2741.8889,534.2222,8947.6667,152.8889,2589,1676,321,191.2222,327.4444,9847,60,84.5556,178.6667,141.3333,-29.4444,730.4444
55146,718,1151,2750.6667,531.3333,8955.3333,151.2222,2599.2222,1680,322.2222,3.3333,319.1111,20432.3333,50.1111,86.4444,204.4444,170.3333,-25.7778,764.5556
55147,714,1161.6667,2773.4444,513.1111,9001.3333,151.6667,2621.7778,1691.7778,328.8889,33.3333,135,14452.4444,29.5556,-66,195,160.7778,-29.3333,759.2222
55148,714,1158.7778,2766,514.4444,8998.3333,153.6667,2612.3333,1688.6667,328.1111,29.6667,170.4444,15857.2222,25.6667,-23.2222,187.7778,155.5556,-25.3333,768.5556
55149,716,1123,2684.5556,534.1111,8956,177.8889,2506.5556,1654.1111,318,31.6667,458.7778,17791.8889,31.8889,95.1111,206.5556,174.2222,-22.7778,779.2222
55150,714,1162.5556,2787.1111,523.8889,8977.4444,152.3333,2634.8889,1696.1111,328.2222,186.5556,165.2222,13471.6667,40.1111,-65.7778,244.1111,206.4444,-36.7778,761.1111
55151,711.3333,1191.6667,2840.4444,506.7778,9016.1111,168.4444,2672,1720,336.8889,181.8889,105,14793.3333,27.5556,-36.8889,236.4444,184.2222,-46.3333,711.4444
55152,711,1174.6667,2813.4444,508.5556,9010.6667,158,2655.3333,1706.3333,333.7778,105,217,11162.4444,52.2222,18.1111,154.3333,124,-20.2222,752.8889
55153,714,1156.3333,2773.4444,525.6667,8970.1111,158.4444,2615,1688,326,111.8889,186.2222,15434.4444,57.6667,-72.4444,245.1111,194.3333,-42.8889,735.7778
55154,717,1137,2727.7778,535.3333,8947,168.3333,2559.1111,1667,319,174.3333,392.2222,10355.5556,49.2222,45.1111,148.6667,113.6667,-22.2222,737.1111
55155,720,1114.7778,2671.2222,550.7778,8909,164,2507.2222,1644.3333,311,20.5556,489.4444,19929.1111,36,72.3333,205.6667,166.6667,-27.5556,756.4444
55156,721,1123.4444,2691,547.6667,8911.2222,166.1111,2524,1655.4444,312.7778,197.7778,348.7778,14221,22.8889,-42.3333,238.5556,199.3333,-30.5556,773.5556
55157,710,1133.6667,2692.5556,454,9202.7778,225.1111,2467.4444,1648.2222,326.8889,49.6667,709.2222,19524.4444,38.7778,116.3333,214.4444,172.6667,-25.4444,763.3333
55158,712.1111,1127,2685.8889,439.4444,9237.1111,215.2222,2470.5556,1641.7778,326.1111,58.7778,726.7778,15189.1111,34.7778,39.7778,166.2222,146,-9.4444,816.1111
55159,715.8889,1136.1111,2699.7778,436.8889,9240,230,2469.8889,1651,327,148.3333,613.3333,12631.1111,26.2222,-29.8889,144.6667,116.2222,-12.7778,776.6667
55160,716,1140.5556,2700.3333,436.6667,9240,241,2459.2222,1653.4444,327,8,692.2222,17963.3333,25.3333,34.3333,194,152.7778,-24.2222,746.3333
55161,712.8889,1149.8889,2808,436.3333,9226.8889,144,2664.1111,1707.1111,339.8889,150.8889,457.1111,16472.5556,7,-6.2222,184.1111,154.7778,-12.8889,803.4444
55162,712,1154.3333,2823.3333,443.3333,9211.6667,138.3333,2684.8889,1716.3333,341.6667,186.3333,394,15812.1111,10.7778,-40.8889,179.2222,148.2222,-14.3333,794.7778
55163,709,1127,2733.7778,437,9242.4444,164.1111,2569.7778,1665.3333,333.1111,190.7778,607.7778,12871,32,37.5556,175.6667,148.5556,-13.8889,795.5556
55164,705.4444,1154.4444,2818.5556,439.6667,9233.2222,146.4444,2672,1712,345,199.3333,400.6667,12875.7778,32.8889,37.3333,175.7778,139.1111,-24.3333,750.6667
55165,710.8889,1109.2222,2706.5556,468.6667,9139.3333,144.7778,2561.8889,1645.3333,328,134.7778,553.5556,18118.6667,93.3333,13.2222,257.8889,197.4444,-49.5556,715.2222
55166,710.8889,1142.6667,2798.6667,451.5556,9182.6667,130.3333,2668.1111,1698.6667,340.6667,157.4444,461.4444,15251.1111,63,32.5556,233.4444,206.2222,-15.6667,820.3333
55167,706,1164.8889,2841.1111,440.6667,9218.8889,137.8889,2703.4444,1725,346.5556,194.2222,284.2222,13013.5556,26.8889,-4.4444,160.8889,130.3333,-16.5556,774.8889
55168,706,1157.5556,2825.2222,440.6667,9213.3333,135.8889,2689.4444,1716.4444,344.8889,46.8889,280.7778,20269.5556,66.6667,-33.5556,270.8889,198.8889,-62.8889,673.1111
55169,710,1161.7778,2844.8889,428.3333,9251.8889,142.3333,2702.5556,1726.7778,346.7778,194.7778,331.3333,10364,45,-21.5556,168.5556,142,-13.7778,800.6667
55170,710,1163,2837.7778,431,9240,143.6667,2694,1723.2222,346,124.6667,249.7778,10793.3333,36.5556,-98.6667,193.3333,151.8889,-36.2222,727.8889
55171,714,1135.5556,2794.6667,435.6667,9221.2222,126.3333,2668.5556,1697,341.6667,71.1111,477.4444,15820.8889,12.5556,15.3333,210.6667,180.4444,-16,804.5556
55172,715,1109.3333,2689.8889,481.5556,9089.5556,171.6667,2518,1636.7778,324,57.3333,653,19993.3333,40.7778,76.7778,262.7778,229.2222,-31,784
55173,721.3333,1104.2222,2669.3333,488.3333,9056.3333,185.6667,2483.8889,1623.3333,317,188.3333,724.2222,13665.2222,82.5556,59.8889,254,221.6667,-19.8889,806.3333
55174,727.4444,1090,2661.1111,464,9078.1111,150.1111,2511.1111,1617.6667,313.4444,133.2222,666.1111,14410.1111,19.3333,21.5556,167.2222,139.1111,-14.4444,790.8889
55175,729,1092.3333,2663.5556,465,9072.6667,149.6667,2513.7778,1620.3333,313,99.7778,688.1111,15701.2222,19.5556,76,197.6667,165.1111,-19.4444,787.4444
55176,722,1122,2762.2222,416,9247.2222,127,2635.2222,1677.2222,337,142.2222,433.6667,14497.6667,68.1111,-65.3333,257.8889,198.3333,-53.7778,708.1111
55177,718.8889,1122.6667,2697.2222,421.4444,9271.3333,190.6667,2506.4444,1646.4444,327.8889,90.4444,628.2222,13312.1111,31.5556,11.4444,173.4444,141,-15.5556,776.7778
55178,718,1125.6667,2704.8889,420,9272.3333,188.2222,2516,1651.3333,329,149.8889,637.4444,17836.6667,47,58.3333,225.4444,191.6667,-17.7778,793.3333
55179,751.4444,847.2222,2410.3333,741.3333,8228.4444,-110.7778,2521.8889,1416.4444,246,24.5556,1362.8889,17046.1111,44.4444,60.7778,167.2222,123.1111,-23.5556,726
55180,749,869.3333,2505.3333,750.4444,8241.8889,-133.7778,2640.4444,1432.8889,248.5556,137,1196.7778,18390.4444,56.4444,54.3333,270,180.2222,-60.4444,656.1111
55181,748,896.8889,2549.6667,735.3333,8267.1111,-102.8889,2653.7778,1459.3333,254,9.2222,1195.8889,18044.8889,32.8889,88.1111,198.6667,142.2222,-32.3333,705.4444
55182,749,939.6667,2597.3333,722.1111,8311.3333,-47.4444,2645.6667,1494.6667,261,66.4444,1154.7778,20478.7778,50.6667,77.1111,234.5556,172.7778,-37.5556,717.2222
55183,748,924.6667,2590,721.1111,8322.8889,-69.5556,2660.3333,1485,259.6667,72.5556,1055.3333,12434.2222,57.1111,-12.2222,147.4444,105.4444,-21.6667,717.4444
55184,748,911.7778,2575,725.1111,8306.6667,-83.6667,2659.7778,1473.1111,257,184.3333,1136,12589.8889,32.3333,23.2222,183.7778,130.4444,-32.5556,697
55185,749,914.6667,2571.6667,744.3333,8232.2222,-75.7778,2648.5556,1473,256,138.5556,1119.4444,11977.4444,37.1111,23.6667,241.1111,143.8889,-51.3333,638.3333
55186,751,869.7778,2499,755.8889,8186,-130.3333,2630.2222,1431.6667,247,59.8889,1213.4444,16371.1111,20,46.1111,183.7778,128,-30.8889,692.4444
55187,749,968.8889,2652,756.2222,8206.6667,-47.5556,2700.4444,1529.1111,265,157.2222,1013.8889,15784.4444,36,75.2222,222.2222,167.1111,-31.3333,742.4444
55188,749,949.7778,2614.6667,771.5556,8186.5556,-46.4444,2662.1111,1506,260.3333,197.5556,1058.6667,11784.8889,43.2222,56.5556,166.3333,123.4444,-22.2222,735
55189,741,926.1111,2561.7778,796,8165.8889,-50.5556,2613.3333,1474.5556,256.8889,97,1046.4444,18163.1111,45.7778,-45.7778,220.7778,150.1111,-39.4444,686.8889
55190,742,923.5556,2561.1111,775.6667,8209,-54.3333,2616.3333,1472.5556,256.6667,154.3333,1098.7778,8684.3333,59.8889,29.5556,144.3333,111.4444,-16.1111,760.2222
55191,736.1111,903.3333,2538.5556,764.6667,8265,-95.4444,2635.1111,1456,256.1111,0.7778,1134.3333,19201.6667,56.7778,12.3333,199.6667,160.5556,-22,767.4444
55192,737,911.7778,2551.3333,767.1111,8256.6667,-87.3333,2640,1463,257,60.3333,1011.4444,16196.7778,32.4444,-99.8889,230.2222,161.1111,-38.8889,699.6667
55193,736,911.6667,2555.3333,761.1111,8261.1111,-94.7778,2651,1466.2222,258.6667,184.8889,1091.5556,14226.8889,49.3333,15.1111,230.3333,162.8889,-36.8889,701.5556
55194,737,941.7778,2579.6667,750,8268.1111,-37.5556,2618,1487.3333,262.3333,147.3333,1013.1111,9792.8889,48.3333,-6,175.6667,137.1111,-17.5556,761.1111
55195,739,1007,2710.8889,739.5556,8250.7778,-31.6667,2743.4444,1573.2222,277.7778,187,789.2222,11723.3333,42.3333,-75.8889,230.3333,190.7778,-29.2222,769.6667
55196,740.3333,932.2222,2571.6667,796,8164.7778,-45.5556,2618,1481,258,6.2222,1087.7778,17974.5556,49.3333,13.1111,253.8889,141.8889,-62.1111,583.8889
